journ_id,formal_name,subd_id 
4333,Construction Research Congress 2005: Broadening Perspectives - Proceedings Of The Congress,123
4334,Construction Specifier,436
4335,Constructive Approximation,435
4336,CONSTRUCTIVIST FOUNDATIONS,290
4337,Consultant,485
4338,Consultant Pharmacist,174
4339,Consulting Psychology Journal,171
4340,Consumer Reports,117
4341,Contact Dermatitis,460
4342,Contact Lens And Anterior Eye,539
4343,Contact Mechanics - Friction: Modeling And Experiment,482
4344,CONTEMP_CHIN_THOUGHT,407
4345,CONTEMP_LITERATURE,420
4346,CONTEMP_SOCIOL,410
4347,CONTEMP_THEATRE_REV,410
4348,CONTEMPORANEA,488
4349,Contemporary Accounting Research,360
4350,CONTEMPORARY BRITISH HISTORY,488
4351,CONTEMPORARY BUDDHISM,391
4352,CONTEMPORARY CHINESE THOUGHT,383
4353,Contemporary Clinical Gynecology And Obstetrics,50
4354,Contemporary Clinical Trials,99
4355,Contemporary Economic Policy,95
4356,Contemporary Educational Psychology,418
4357,CONTEMPORARY EUROPEAN HISTORY,379
4358,Contemporary Family Therapy,408
4359,CONTEMPORARY FRENCH AND FRANCOPHONE STUDIES,214
4360,Contemporary Hypnosis,425
4361,CONTEMPORARY LITERATURE,209
4362,Contemporary Longterm Care,453
4363,CONTEMPORARY MUSIC REVIEW,215
4364,Contemporary Nurse : A Journal For The Australian Nursing Profession,138
4365,Contemporary Ob-Gyn,490
4366,Contemporary Pacific,511
4367,Contemporary Physics,176
4368,CONTEMPORARY POLITICAL THEORY,511
4369,CONTEMPORARY PROBLEMS OF ECOLOGY,548
4370,Contemporary Psychoanalysis,71
4371,CONTEMPORARY PSYCHOLOGY,124
4372,Contemporary Psychology-Apa Review Of Books,124
4373,CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS,283
4374,Contemporary South Asia,383
4375,Contemporary Studies In Economic And Financial Analysis,43
4376,CONTEMPORARY THEATRE REVIEW,407
4377,Contemporary Topics In Laboratory Animal Science,503
4378,CONTEMPORARY WOMENS WRITING,230
4379,CONTINENTAL PHILOSOPHY REVIEW,334
4380,Continental Shelf Research,72
4381,"Continuing Education In Anaesthesia, Critical Care And Pain",7
4382,Continuity And Change,407
4383,Continuum Mechanics And Thermodynamics,108
4384,CONTINUUM-JOURNAL OF MEDIA & CULTURAL STUDIES,183
4385,Contraception,422
4386,CONTRAST MEDIA & MOLECULAR IMAGING,184
4387,CONTRIBUTIONS OF THE ASTRONOMICAL OBSERVATORY SKALNATE PLESO,103
4388,Contributions To Economic Analysis And Policy,411
4389,Contributions To Economics,95
4390,Contributions To Geophysics And Geodesy,61
4391,Contributions To Indian Sociology,407
4392,Contributions To Microbiology,402
4393,Contributions To Mineralogy And Petrology,413
4394,Contributions To Nephrology,25
4395,Contributions To Plasma Physics,232
4396,Contributions To Zoology,78
4397,"Control (Chicago, Ill)",433
4398,Control And Cybernetics,392
4399,CONTROL AND INSTRUMENTATION,332
4400,Control And Intelligent Systems,433
4401,Control Engineering,526
4402,CONTROL ENGINEERING AND APPLIED INFORMATICS,96
4403,Control Engineering Practice,433
4404,Control Solutions,316
4405,"Control Systems, Preprints, Conference",480
4406,Controle And Automacao,96
4407,Controlled Clinical Trials,99
4408,"Contruction Research Congress, Winds Of Change: Integration And Innovation In Construction, Proceedings Of The Congress",123
4409,Converter,440
4410,Converting Magazine,440
4411,CONVIVIUM,407
4412,COOPERATION AND CONFLICT,267
4413,Coordination Chemistry Reviews,35
4414,Copd: Journal Of Chronic Obstructive Pulmonary Disease,303
4415,Copeia,423
4416,Coral Reefs,30
4417,Cornea,41
4418,CORNELL HOSPITALITY QUARTERLY,536
4419,Cornell Hotel And Restaurant Administration Quarterly,527
4420,Cornell International Law Journal,543
4421,Cornell Law Review,27
4422,Coronary Artery Disease,2
4423,Coronary Health Care,472
4424,Corporate Communications,145
4425,Corporate Environmental Strategy,434
4426,Corporate Governance,360
4427,Corporate Social Responsibility And Environmental Management,403
4428,CORPUS LINGUISTICS AND LINGUISTIC THEORY,222
4429,CORRESPONDANCES EN METABOLISMES HORMONES DIABETES ET NUTRITION,532
4430,Corrosion,132
4431,Corrosion And Protection,132
4432,Corrosion Engineering Science And Technology,132
4433,Corrosion Prevention And Control,132
4434,Corrosion Reviews,132
4435,Corrosion Science,132
4436,Corrosion Science And Protection Technology,132
4437,Cortex,40
4438,Cosmetic Dermatology,460
4439,Cosmic Research,322
4440,Cossma,460
4441,"Cost - Affordable Titanium, Symposium, Dedicated To Professor Harvey Flower",396
4442,"Cost Engineering (Morgantown, West Virginia)",123
4443,Counseling Psychologist,265
4444,Counselling Psychology Quarterly,71
4445,Cpd Anaesthesia,7
4446,Cpd Bulletin Cellular Pathology,130
4447,Cpd Bulletin Clinical Biochemistry,82
4448,Cpd Infection,190
4449,Cpem Digest (Conference On Precision Electromagnetic Measurements),240
4450,CR_ACAD_INSCR_BELLE,112
4451,CR_ACAD_SCI_II_A,157
4452,CR_ACAD_SCI_II_B-MEC,187
4453,CR_ACAD_SCI_II_C,18
4454,CR_ACAD_SCI_III-VIE,218
4455,CR_ACAD_SCI_I-MATH,14
4456,CR_ACAD_SCI_IV-PHYS,176
4457,CR_BIOL,345
4458,CR_CHIM,35
4459,CR_GEOSCI,61
4460,CR_MECANIQUE,187
4461,CR_PALEVOL,78
4462,CR_PHYS,353
4463,Cranio,191
4464,Creative Nursing,211
4465,Creativity And Cognition Proceedings 2005,430
4466,Creativity Research Journal,171
4467,"Creep Deformation And Fracture, Design, And Life Extension - Proceedings Of A Symposium Sponsored By Materials Science And Technology 2005, Ms And T'05",518
4468,Cretaceous Research,426
4469,Crime And Delinquency,327
4470,CRIME AND JUSTICE-A REVIEW OF RESEARCH,327
4471,CRIME MEDIA CULTURE,408
4472,"Crime, Law And Social Change",408
4473,Criminal Behaviour And Mental Health,328
4474,Criminal Justice And Behavior,327
4475,Criminal Law Review,408
4476,Criminology,327
4477,CRIMINOLOGY & CRIMINAL JUSTICE,327
4478,Crisis,408
4479,CRISIS INTERVENTION AND TIME-LIMITED TREATMENT,289
4480,CRIT_INQUIRY,420
4481,CRIT_QUART,348
4482,CRITICA,122
4483,CRITICA D ARTE,268
4484,CRITICA HISPANICA,380
4485,CRITICA LETTERARIA,541
4486,CRITICA_ARTE,268
4487,CRITICA_HISPANICA,230
4488,CRITICA_LETT,541
4489,Critical Asian Studies,492
4490,Critical Care,139
4491,Critical Care And Shock,139
4492,Critical Care Clinics,139
4493,Critical Care Medicine,139
4494,Critical Care Nurse,67
4495,Critical Care Nursing Clinics Of North America,479
4496,Critical Care Nursing Quarterly,405
4497,CRITICAL INQUIRY,209
4498,Critical Pathways In Cardiology,2
4499,Critical Perspectives On Accounting,403
4500,Critical Public Health,469
4501,CRITICAL QUARTERLY,209
4502,Critical Review,513
4503,Critical Reviews In Analytical Chemistry,161
4504,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,345
4505,Critical Reviews In Biomedical Engineering,178
4506,CRITICAL REVIEWS IN BIOTECHNOLOGY,304
4507,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,241
4508,Critical Reviews In Computed Tomography,28
4510,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,342
4511,Critical Reviews In Eukaryotic Gene Expression,285
4512,Critical Reviews In Food Science And Nutrition,49
4513,Critical Reviews In Immunology,9
4514,Critical Reviews In Microbiology,29
4515,Critical Reviews In Neurobiology,6
4516,CRITICAL REVIEWS IN ONCOGENESIS,345
4517,Critical Reviews In Oncology/Hematology,12
4518,Critical Reviews In Oral Biology And Medicine,203
4519,Critical Reviews In Plant Sciences,21
4520,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,263
4521,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,37
4522,Critical Reviews In Toxicology,33
4523,Critical Social Policy,403
4524,Critical Sociology,410
4525,Critical Studies In Media Communication,410
4526,CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA,122
4527,CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS,209
4528,CRITIQUE,467
4529,Critique Of Anthropology,250
4530,CRITIQUE-ST_CONTEMP,420
4531,CRITIQUE-STUDIES IN CONTEMPORARY FICTION,209
4532,CR-NEW_CENTEN_REV,410
4533,CROATIAN JOURNAL OF FOREST ENGINEERING,545
4534,CROATIAN JOURNAL OF PHILOSOPHY,122
4535,Croatian Medical Journal,354
4536,Croatica Chemica Acta,326
4537,CROP & PASTURE SCIENCE,294
4538,CROP BREEDING AND APPLIED BIOTECHNOLOGY,294
4539,Crop Protection,131
4540,Crop Science,294
4541,CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,171
4542,Cross-Cultural Research,403
4543,Crosstalk,56
4544,Crustaceana,548
4545,Cryobiology,499
4546,Cryogenics,483
4547,Cryo-Letters,499
4548,CRYOSPHERE,493
4549,"Cryptogamie, Algologie",419
4550,"Cryptogamie, Bryologie",419
4551,"Cryptogamie, Mycologie",419
4552,CRYPTOLOGIA,306
4553,Crystal Engineering,500
4554,Crystal Growth And Design,500
4555,Crystal Research And Technology,38
4556,Crystallography Reports,500
4557,CRYSTALLOGRAPHY REVIEWS,500
4558,Crystengcomm,500
4559,Cscwd 2004 - 8th International Conference On Computer Supported Cooperative Work In Design - Proceedings,430
4560,CT&F-CIENCIA TECNOLOGIA Y FUTURO,141
4561,CTS-CLINICAL AND TRANSLATIONAL SCIENCE,479
4562,CUADERNOS DE DESARROLLO RURAL,527
4563,CUADERNOS DE ECONOMIA Y DIRECCION DE LA EMPRESA,126
4564,Cuadernos De Medicina Reproductiva,251
4565,CUADERNOS HISPANOAMERICANOS,380
4566,CUADERNOS_HISPANOAM,230
4567,CUAJ-CANADIAN UROLOGICAL ASSOCIATION JOURNAL,8
4568,Cuban Journal Of Agricultural Science,107
4569,CULT_CRIT,410
4570,CULTURA Y EDUCACION,418
4571,CULTURA-INTERNATIONAL JOURNAL OF PHILOSOPHY OF CULTURE AND AXIOLOGY,145
4572,CULTURAL & SOCIAL HISTORY,209
4573,Cultural Anthropology,250
4574,CULTURAL CRITIQUE,410
4575,Cultural Diversity And Ethnic Minority Psychology,265
4576,Cultural Geographies,198
4577,CULTURAL SOCIOLOGY,283
4578,Cultural Studies,183
4579,Culture And Psychology,498
4580,"Culture, Health & Sexuality",403
4581,"Culture, Medicine And Psychiatry",403
4582,Curationis,138
4583,Curr Heart Fail Rep,319
4584,Curr Hiv/Aids Rep,91
4585,CURR_OPIN_DRUG_DISC,54
4586,CURRENT ALLERGY & CLINICAL IMMUNOLOGY,554
4587,Current Allergy And Asthma Reports,22
4588,Current Alzheimer Research,445
4589,Current Anaesthesia And Critical Care,7
4590,CURRENT ANALYTICAL CHEMISTRY,389
4591,Current Anthropology,468
4592,Current Applied Physics,310
4593,Current Atherosclerosis Reports,300
4594,CURRENT BIOINFORMATICS,523
4595,Current Biology,31
4596,Current Cancer Drug Targets,1
4597,Current Cardiology Reports,2
4598,CURRENT COMPUTER-AIDED DRUG DESIGN,326
4599,Current Controlled Trials In Cardiovascular Medicine,2
4600,Current Diabetes Reports,39
4601,Current Diagnostic Pathology,130
4602,Current Directions In Autoimmunity,9
4603,Current Directions In Psychological Science,418
4604,Current Drug Delivery,37
4605,Current Drug Discovery,106
4606,Current Drug Discovery Technologies,54
4607,Current Drug Metabolism,402
4608,Current Drug Targets,441
4609,Current Drug Targets - Cardiovascular And Haematological Disorders,2
4610,Current Drug Targets - Infectious Disorders,20
4611,Current Drug Targets: Cns And Neurological Disorders,445
4612,"Current Drug Targets: Immune, Endocrine And Metabolic Disorders",20
4613,Current Drug Targets: Inflammation And Allergy,303
4614,Current Eye Research,366
4615,Current Gastroenterology Reports,32
4616,Current Gene Therapy,394
4617,Current Genetics,449
4618,Current Genomics,127
4619,Current Hematology Reports,19
4620,Current History,511
4621,Current Hiv Research,20
4622,Current Hypertension Reports,80
4623,Current Infectious Disease Reports,91
4624,Current Issues In Education,134
4625,CURRENT ISSUES IN MOLECULAR BIOLOGY,84
4626,Current Issues In Tourism,527
4627,CURRENT MEDICAL IMAGING REVIEWS,184
4628,Current Medical Research And Opinion,422
4629,"Current Medical Research And Opinion, Supplement",39
4630,Current Medicinal Chemistry,54
4631,Current Medicinal Chemistry - Anti-Cancer Agents,1
4632,Current Medicinal Chemistry - Central Nervous System Agents,6
4633,Current Medicinal Chemistry: Cardiovascular And Hematological Agents,2
4634,"Current Medicinal Chemistry: Immunology, Endocrine And Metabolic Agents",441
4635,Current Microbiology,29
4636,Current Molecular Medicine,402
4637,CURRENT NANOSCIENCE,37
4638,Current Neurology And Neuroscience Reports,63
4639,Current Neuropharmacology,6
4640,Current Neurovascular Research,6
4641,Current Obstetrics And Gynaecology,50
4642,Current Oncology,12
4643,Current Oncology Reports,12
4644,Current Opinion In Allergy And Clinical Immunology,22
4645,Current Opinion In Anaesthesiology,7
4646,Current Opinion In Biotechnology,274
4647,Current Opinion In Cardiology,2
4648,Current Opinion In Cell Biology,48
4649,Current Opinion In Chemical Biology,54
4650,Current Opinion In Clinical Nutrition And Metabolic Care,405
4651,Current Opinion In Colloid And Interface Science,365
4652,Current Opinion In Critical Care,139
4653,Current Opinion In Drug Discovery & Development,54
4654,Current Opinion In Endocrinology And Diabetes,82
4655,CURRENT OPINION IN ENDOCRINOLOGY DIABETES AND OBESITY,530
4656,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,293
4657,Current Opinion In Gastroenterology,384
4658,Current Opinion In Genetics & Development,31
4659,Current Opinion In Hematology,19
4660,Current Opinion In Immunology,9
4661,Current Opinion In Infectious Diseases,190
4662,Current Opinion In Investigational Drugs,422
4663,Current Opinion In Lipidology,300
4664,Current Opinion In Microbiology,29
4665,Current Opinion In Molecular Therapeutics,394
4666,Current Opinion In Nephrology And Hypertension,25
4667,Current Opinion In Neurobiology,215
4668,Current Opinion In Neurology,445
4669,Current Opinion In Obstetrics & Gynecology,45
4670,Current Opinion In Oncology,12
4671,Current Opinion In Ophthalmology,41
4672,Current Opinion In Organ Transplantation,101
4673,Current Opinion In Orthopaedics,62
4674,Current Opinion In Otolaryngology & Head And Neck Surgery,110
4675,Current Opinion In Pediatrics,490
4676,Current Opinion In Pharmacology,26
4677,Current Opinion In Plant Biology,21
4678,Current Opinion In Psychiatry,425
4679,Current Opinion In Pulmonary Medicine,51
4680,Current Opinion In Rheumatology,16
4681,Current Opinion In Solid State And Materials Science,406
4682,Current Opinion In Structural Biology,4
4683,Current Opinion In Urology,8
4684,Current Organic Chemistry,18
4685,CURRENT ORGANIC SYNTHESIS,18
4686,Current Orthopaedics,62
4687,Current Paediatrics,76
4688,Current Pain And Headache Reports,485
4689,CURRENT PERSPECTIVES IN SOCIAL THEORY,283
4690,CURRENT PHARMACEUTICAL ANALYSIS,519
4691,Current Pharmaceutical Biotechnology,84
4692,Current Pharmaceutical Design,54
4693,Current Pharmacogenomics,402
